,F5,F6,F8,F9,F10,F11,F15,F16,F17,F18,F23,F24,F31,F34,F36,F39,F41,F43,F45,F46,F47,F48,F50,F51,F53,F54,F55,F56,F61,F62,F64,F65,F66,F69,F70,F71,F72,F73,F77,F80,F85,Class
39,0.971821048,0.971527803,0.994804076,0.99740662,0.984797112,0.988123603,0.98653825,0.990341263,0.994199967,0.986748084,0.993921565,0.994005085,1.0,0.939950623,0.991681931,0.985593813,0.950206624,0.987053899,0.963143876,0.973550311,0.986381375,0.963037688,0.978796151,0.980773242,0.975286361,0.985380409,0.98805583,0.978515005,0.965328351,0.959941231,0.981652957,0.992609764,0.988557652,1.0,0.982678845,0.984496268,0.985488432,0.982957022,0.995818072,0.99237795,0.1316,0
40,0.977027536,0.984611571,1.0,0.983454684,0.997612773,0.978588415,0.977605979,0.969737313,0.995708076,0.990147874,0.994789034,0.989587258,0.978016524,0.978202432,0.99263052,0.986449666,0.973109628,0.978549877,0.990298985,0.961570815,0.981594587,0.971372406,0.995622218,1.0,0.99386741,0.990551748,0.979200916,0.980798714,0.98231339,0.994255315,0.997127658,0.977632814,1.0,0.987782323,0.986798349,0.994014158,0.970307674,0.978635009,0.975327764,0.986443025,4.1553,0
41,0.945900645,0.950813095,0.98739346,0.943591527,0.944278021,0.981999572,0.933846867,0.982677151,0.915426507,0.924248669,0.939683069,0.959756557,0.934693197,0.962235152,0.989707981,0.961091594,0.979068321,0.970258353,0.97639697,0.975299155,0.97520767,1.0,0.93592632,1.0,0.893994537,0.829764056,0.960791595,0.970216137,0.93629769,0.946357687,0.989824466,0.925627542,0.933476673,0.927130016,0.918754156,0.949934806,0.957110415,0.924332306,0.942318818,0.969328809,2.1084,0
42,0.933329,0.925207,0.982462,0.925499,0.943046,0.979734,0.967085,0.993491,0.983069,0.972647,0.983762,0.967854,0.956987,0.990913,0.971064,0.995349,0.979168,0.988691,0.978088,0.976374,0.971992,0.968395,0.982865,0.959982,0.989481,0.988997,0.978652,0.970391,0.972082,0.986402,0.973599,0.970415,0.99732,1.0,0.993173,0.999192,0.990622,0.988658,0.960697,0.990053,30.5372,1
43,0.980542689,0.977825595,0.998796455,0.997902914,0.96621868,0.964878369,0.990180167,0.983697436,0.99020752,1.0,0.97470732,0.998796455,0.990180167,1.0,0.960987013,0.987671221,0.978569079,0.975084666,0.985964569,0.952515978,0.995511151,0.983377926,0.984515399,0.994982092,1.0,0.940251883,0.988492024,0.897729823,0.989650003,0.971391639,0.9021463,0.990703465,0.993747785,0.991539517,0.975890804,0.985223689,0.936514572,0.993429722,1.0,0.935469507,27.7033,2
44,0.984125855,0.984463603,0.954661808,0.977104257,0.987663319,0.948777886,0.955452849,0.952155364,0.987330902,0.997377534,0.977792142,0.982492266,0.994173323,0.989354712,0.966811232,0.961904762,0.951758882,0.927209007,0.983773601,0.982730976,0.989582512,0.947194112,0.981990538,0.987258978,0.987285858,0.982384775,0.986192746,0.980315031,0.988737366,0.997204501,0.978245287,0.988690372,0.993135805,0.988002167,0.980562111,0.985853851,0.999431952,0.999562153,0.999999256,0.983538133,8.6939,3
45,0.982829564,0.970138769,0.993111754,0.989726933,0.997253825,0.973833788,0.982920799,1.0,0.980832996,0.989352688,0.981247467,0.987731644,0.985613234,0.996147034,0.984725088,0.990522798,1.0,0.967441521,0.979246937,0.971522743,0.971221445,0.990048025,0.99040053,0.993793446,0.968810916,0.984111221,0.99164184,0.970107396,0.969767185,0.97681967,1.0,0.993005893,0.999824222,0.99589235,0.991081589,0.977861247,0.984587061,0.982838534,0.988787226,0.990674524,4.6137,1
46,0.982119713,0.965088261,0.978240631,0.997581278,0.974973075,0.976552089,0.993912123,0.984100327,0.994091876,0.989910742,0.95410751,0.982657383,1.0,0.95788403,0.969081352,0.981592828,0.978001404,0.981709842,0.963185656,0.985787323,0.990665899,0.989684783,1.0,0.979715841,0.983042443,0.979201976,0.971322707,0.989407162,0.97569507,0.991183152,0.973242941,0.965669071,0.978804543,0.984460349,0.973839592,0.982581222,0.996776006,0.979117731,0.98335498,0.978924291,1.8259,2
47,0.988388587,1.0,0.972085326,0.957800651,0.985842623,0.992180254,0.994271582,0.989788867,0.964261669,0.931471204,0.974551906,0.973560186,0.98607952,0.974364512,0.976982949,0.966437216,0.992864534,1.0,0.986700859,0.974319521,0.977612813,0.98949026,0.966839273,0.993080382,0.999907861,0.985386798,0.980825932,0.975067261,0.988961781,0.991127041,0.989035492,0.985669911,0.986899276,0.995016845,0.992126428,1.0,0.99315872,0.986758509,0.988776171,0.993862555,0.4238,3
48,0.985350047,0.983062693,0.979549972,0.99566129,0.968685044,0.97961351,0.974929882,0.990106289,0.976036841,0.985219501,0.973123024,0.978233694,0.995063975,0.955885915,1.0,0.972304214,0.980979894,0.988013745,0.969881842,0.97998403,0.991476839,0.983079283,0.971148647,0.992099788,0.981532568,0.970296304,0.981257618,0.972220949,0.9504083,0.972083475,0.97844397,0.953457374,0.979704932,0.974181533,0.992650684,0.986698194,0.987218581,0.989564884,0.979796228,0.987748096,11.3878,0
49,0.984739867,0.993670828,0.98606844,0.984933618,0.967680626,0.983992545,0.96786515,0.984841356,1.0,0.996824576,0.991461433,0.984473655,0.985165971,0.972235281,0.994584479,0.966747432,0.997703602,0.965825257,0.980643353,0.97762368,0.952200564,0.98620353,0.977835983,0.955617775,0.991564306,0.980807442,0.980482298,0.970980853,0.995881503,0.988574783,0.994436416,0.990553379,0.99169706,0.989337656,0.995920573,0.992138322,0.972902877,1.0,0.992039263,0.971642127,9.0518,0
50,1.0,0.983986328,0.982783721,0.98549637,0.981219426,0.991328565,0.944282188,0.983706021,0.976957688,0.963377721,0.970076808,0.992091988,0.96176885,0.950786335,0.962046337,0.97416771,0.974327552,0.987585582,0.964293009,0.986892932,1.0,0.954018702,0.976567166,0.970755751,0.966040662,0.99556122,1.0,0.963161695,0.97866177,0.928346688,0.975283663,1.0,0.98491872,0.990701699,0.979263239,0.995883612,0.993843632,0.991812759,0.984472474,0.996257001,9.263267597,0
51,0.982547019,0.96812337,0.993593557,0.984112021,0.97402645,0.979471926,0.99196449,0.967482726,0.974261531,0.975643462,0.979198298,1.0,0.96584266,0.969527886,0.985444085,0.966348112,0.946844919,0.982359618,0.937877436,0.932098391,0.961444155,0.949972708,0.98442623,0.965473588,0.984189435,0.976220401,0.96273224,1.0,0.976566485,0.949162113,0.989763206,0.98917011,0.99194938,0.977543496,0.997656149,0.986140705,0.99431176,0.984167423,0.995377147,1.0,5.969880602,0
52,0.976948318,0.988510924,1.0,0.993602882,0.98206785,0.970973998,0.982858298,0.959953676,0.972611278,0.984481558,0.96877979,0.986158979,0.973252915,0.986008703,0.996267774,0.969341126,0.993136345,0.972973219,0.988876145,0.9929998,0.973228103,0.989030896,0.961566161,0.98274306,0.991713387,0.996627011,0.982642782,0.976781075,0.986380418,0.981038334,0.987328502,0.996469478,0.985451344,0.985442268,0.990588299,0.969995099,0.98053221,0.993955456,0.99969142,0.979615545,8.6643,0
53,0.952419529,0.950943328,0.973653417,0.963635054,0.968765752,1.0,0.972546266,0.984715921,0.916650791,0.945392196,0.967673496,0.967431026,0.93718284,0.984551478,0.992611177,0.978293035,0.981123579,0.994008069,0.985801329,0.992188433,0.986996039,0.997794381,0.921470644,0.995404239,0.872236194,0.882509073,0.939812729,0.981371192,0.917841549,0.952444929,0.990316952,0.897912095,0.942341889,0.912545649,0.910194912,0.95982929,0.969509815,0.925938777,0.929928957,0.982547297,2.9052,0
54,0.922620983,0.920161727,0.989779501,0.884656746,0.907048477,0.973340003,0.951656871,1.0,0.978452719,0.988227209,0.96399443,0.987060781,0.957411794,0.970067799,1.0,0.965835853,0.959408586,0.980779912,0.942039974,0.984438782,0.987189547,0.950997593,0.95847066,0.975594476,1.0,0.982721833,0.962538247,0.975285775,0.982703674,0.964227022,0.974350593,0.967233194,0.979132954,1.0,0.987787324,0.953742032,0.995538708,0.974153114,0.986982682,0.987340301,17.0178,1
55,0.979762138,0.934623683,1.0,0.98129558,0.976089011,0.932947596,0.980609097,0.974974591,0.987683532,0.997193033,0.987278681,0.961764071,0.998992371,0.984845807,0.960466555,0.989104886,0.980127242,0.987081382,0.96539719,0.98091367,0.994247592,0.974348326,0.9922106,0.982009344,0.999946403,0.975702788,0.981589502,0.89070721,0.994077555,0.986323885,0.894887759,0.998092683,0.987771268,0.992005695,0.961744146,0.97215682,0.927467192,0.995646936,0.991129606,0.970359014,20.7148,2
56,0.985471608,0.982858848,0.991131081,0.993825207,0.951840233,0.950854797,0.989847303,0.960347524,0.995268224,0.982154445,0.995412431,0.992239888,0.977819237,0.978806625,0.976387865,0.997662165,0.984777096,0.968690992,0.988427716,0.995737947,0.978419983,0.950213103,0.993379661,0.965208974,0.98651277,0.996886158,0.994192364,0.997415785,1.0,0.988357334,0.976568564,0.983239705,0.999387158,0.986888899,0.99584939,0.986953898,0.99615581,0.9748642,0.995208691,0.996972933,9.2933,3
57,0.945248624,0.971184911,1.0,0.981256204,0.946864001,0.970282466,0.960283368,0.99086725,1.0,1.000871969,0.993998256,0.980278659,0.99428582,0.993391048,0.984560905,0.983950988,0.972835932,0.964196958,0.990177604,0.971297485,0.981438494,1.0,0.990552076,0.990272338,0.987754697,0.941859626,0.965276399,0.977693155,0.995054955,0.994143551,0.995172264,0.980039474,1.0,0.983158306,0.988697725,0.993669236,0.983325885,0.979592597,0.986975385,0.981296317,0.8327,1
58,0.985087353,0.982093939,0.989223708,0.979599427,0.95364743,0.978220642,0.980479309,0.991899639,0.992572001,0.974836864,0.984313655,0.993366246,1.0,0.946214764,0.923757164,0.97986529,0.947533162,0.978286801,0.994547036,0.994170351,0.979874259,0.992161365,0.980591299,0.989799023,1.0,0.979204324,0.97776366,0.997494497,0.983884246,0.979741217,0.976716717,0.989754591,0.996619456,0.987697111,0.988941048,0.977773093,0.984764137,0.989673136,0.977775307,0.96687827,5.8993,2
59,0.992658334,0.989322622,0.989063606,0.995371327,0.983274791,0.974548817,0.984535321,0.969000172,1.0,0.988225797,0.990347612,0.973585117,0.978487644,0.990652984,0.980364136,0.98539023,0.98349107,0.999402763,0.987961561,0.983835313,0.978375006,0.981640582,0.955589264,0.975056052,1.0,0.98615066,0.987546089,0.976187686,0.984365122,0.980777215,0.973590713,0.958267703,0.989342941,0.994149598,0.990625311,0.974180755,0.989280052,0.961315719,0.974797286,0.991344817,16.6041,3
