,F5,F6,F8,F9,F10,F11,F15,F16,F17,F18,F23,F24,F31,F34,F36,F39,F41,F43,F45,F46,F47,F48,F50,F51,F53,F54,F55,F56,F61,F62,F64,F65,F66,F69,F70,F71,F72,F73,F77,F80,F85,Class
60,0.969762695,0.970856268,0.981500383,0.984033828,0.979796231,0.987733751,0.961333066,0.965579776,0.991185662,0.997279412,0.973878676,1.0,0.995477941,0.978360146,0.972192833,0.984699276,0.969208649,0.976958484,1.0,0.972825841,0.982022553,0.990206451,0.970034121,0.979738406,0.965365424,0.983398151,0.962411946,0.990469988,0.979178896,0.983700837,1.0,0.973127275,0.986283235,0.993886294,0.986237267,0.981658883,0.988204685,0.977521789,0.998161292,0.995495164,17.282,0
61,0.970980067,0.998757078,0.986742163,0.983565806,0.994135248,0.993334254,0.97521521,0.983888045,0.981245012,0.981208735,0.991266415,0.986169557,0.990277879,0.983553385,0.985871487,0.990956652,0.979017968,0.972824145,0.990709266,0.99083754,0.981977442,0.987236694,0.986680023,0.990569528,0.980164424,0.986210755,0.983927588,0.976130529,0.995939031,0.988150996,0.991183186,0.997122276,0.989698847,0.988764045,0.991788405,0.995995014,0.966118005,0.99815789,0.977473102,0.998176219,13.8384,0
62,0.985571526,0.975742642,0.976208077,0.995026238,1.0,0.989322382,0.957006617,0.98911248,0.983140765,0.972979412,0.994740652,0.985953692,0.998414865,0.976322418,0.956462946,0.965274648,0.980273101,0.987458571,1.0,0.994255159,0.941711963,0.966520836,0.986191597,0.99708439,0.978422673,0.977308946,1.0,0.988998551,0.979219486,0.977245563,0.989623325,0.976883376,0.986191597,0.978422673,0.977308946,1.0,0.988998551,0.988582036,0.979219486,0.989623325,15.0791,0
63,0.996503,1.0,0.975104,0.976934,0.988836,0.958119,0.9897,0.971414,0.983719,1.0,0.99331,0.988469,0.978357,0.991334,0.996727,0.987667,1.0,0.933856,0.967036,0.993355,0.978984,0.997326,0.987529,0.967291,0.996591,0.984473,0.995289,0.996483,0.987637,0.992142,1.0,1.0,0.988409,0.999421,0.999294,0.986895,0.957336,0.991769,0.991236,0.984591,19.7734,0
64,0.986249,0.990778,0.973623,0.994725,0.976156,0.979096,0.984378,0.985096,0.98362,0.977788,0.967405,0.966339,0.992557,0.992969,0.992683,0.98293,0.990223,0.03953,0.986344,0.992391,0.989909,0.980484,0.980349,0.982479,0.992281,0.9921,0.998573,0.039313,0.99034,0.978409,0.989036,1.0,0.973495,0.965757,0.983124,0.983439,0.987447,0.988703,0.986408,0.976951,0.7239,0
65,0.963775,0.962875,0.964885,0.968014,0.966558,0.957958,0.943079,0.955372,0.916199,0.92198,0.95467,0.951557,0.933059,0.959838,0.984336,0.979174,0.975062,0.954047,0.977707,0.967377,0.945207,0.959987,0.938108,1.0,0.882134,0.822773,0.95491,0.971785,0.911667,0.962853,0.980022,0.988116,0.988795,0.976758,0.987896,0.989114,0.992702,0.999539,0.990468,0.992825,6.6617,0
66,0.941987279,0.9301998,0.986371807,0.960057382,0.933189879,0.971939922,0.950300736,0.961491929,0.991770217,0.986000326,0.958941523,0.990395572,0.969097618,0.991943878,0.975910359,0.998233076,0.992801099,0.97106444,0.972367765,0.957313926,0.960043036,0.962702168,0.937298031,0.944716216,0.995500884,0.95651747,0.950081234,0.937199836,1.0,0.968256235,0.932040135,0.979172865,0.997582565,0.989781687,0.981199792,1.0,0.999758256,0.989949048,0.99970247,0.999265472,12.2019,1
67,0.974797667,0.989428946,0.997413754,0.980087715,0.967635755,0.98947416,0.95433377,0.979518018,0.999807671,1.0,0.968915998,0.984274829,0.987755065,0.986252698,0.991367361,0.987919569,0.977269138,0.984313863,0.934369133,0.970259506,0.978681592,1.0,0.991150046,0.991167961,0.999605872,0.945906001,0.973736777,0.910183717,0.99758149,0.991839769,0.921514883,0.99622703,0.992472155,0.998452811,0.969807189,0.985948626,0.908290582,0.996597993,0.991694037,0.973607303,37.1651,2
68,0.982398968,0.992095874,0.975254345,0.980729829,0.98816589,0.969513918,0.994330225,0.979078352,0.999480571,0.958382963,0.983109591,0.995172889,0.986154521,0.980580579,0.932079943,0.955707341,0.957693715,0.9662752,0.968714607,0.975971842,0.954879685,0.991409803,0.991858704,0.960952432,0.997439504,0.982310938,0.983600202,1.0,0.984474738,0.995338815,0.996177287,0.98290451,0.990187098,0.995683049,0.955896357,0.990776598,0.996354171,0.996871117,0.995138895,1.0,35.2057,3
69,0.965775,0.945798,0.967879,0.986044,0.952342,0.974805,0.976488,0.982793,0.988903,0.997883,0.971893,0.98338,0.985642,0.983472,0.988355,0.95424,0.958825,0.978222,0.953889,0.964449,0.927707,0.99165,0.994532,0.987304,0.959173,0.985897,0.976053,0.952844,0.975983,0.962704,0.97677,0.990822,0.990877,0.988706,0.973494,0.994292,0.982986,0.985584,0.991904,0.998529,4.4981,1
70,0.973622,0.980828,0.970921,0.994212,0.979211,0.98176,1.0,0.969855,0.996295,0.968717,0.983809,0.971534,0.982319,1.0,0.986813,0.966771,0.982013,0.969392,0.975488,0.979564,0.992966,0.97348,0.988286,0.938094,0.992236,0.979868,0.975594,0.967388,0.986881,0.986175,0.942858,0.973272,0.978795,0.992633,0.99119,0.970301,0.977083,0.972928,0.991062,0.972931,1.1825,2
71,0.975833,0.957784,0.967572,0.960908,0.952419,0.940047,0.961347,0.984205,0.980386,0.968296,0.965304,0.98771,0.977832,0.962862,0.972389,0.976355,0.95613,0.96111,1.0,0.961323,0.975669,0.994246,0.954108,0.98218,1.0,0.972235,0.946599,0.9944,0.98594,0.974744,0.994101,0.971952,0.975534,1.0,0.991314,0.985754,0.983813,0.995685,0.978802,0.980072,1.3979,3
72,1.0,0.619947508,0.619946439,0.760203589,0.620021066,0.760234814,1.0,1.0,1.0,0.760261395,0.760277506,0.620069705,1.0,0.76060776,1.0,0.760342219,0.760374075,0.760360106,0.760200951,0.760300271,1.0,1.0,0.760261395,0.760297772,0.760256525,1.0,0.760277506,1.0,0.760196386,0.760209631,0.620044183,1.0,0.76060776,0.760229794,1.0,0.760342219,1.0,0.760374075,0.760200951,0.620374707,11.9565,0
73,0.760205519,0.760193762,1.0,0.760196791,1.0,0.760199543,0.76019745,0.760197971,0.760201347,0.760218538,0.760202662,1.0,0.760210703,0.760265539,0.760232034,0.760270316,0.760261127,0.760408425,0.760219164,0.760309573,0.760312167,0.760298195,0.760218538,1.0,0.760199655,0.760200251,0.760202662,0.760214855,0.760197487,0.760206187,0.760214383,0.760288378,0.760265539,0.760315688,0.760275626,0.760270316,0.760305365,0.760261127,0.760219164,0.760298195,0.116,0
74,1.0,1.0,1.0,1.0,0.760192393,1.0,0.760210637,1.0,0.760187736,1.0,1.0,1.0,0.760230111,1.0,0.760453427,1.0,1.0,1.0,0.620784532,1.0,0.760274573,1.0,1.0,0.620016193,1.0,0.620175152,1.0,1.0,1.0,1.0,1.0,0.760289306,1.0,1.0,0.620498274,1.0,1.0,0.620082123,1.0,1.0,26.6158,0
75,0.760199196,0.760199936,0.620025049,0.760199124,0.760197844,1.0,0.760204659,1.0,0.760204454,0.760221262,0.760415565,0.620113324,0.760216321,0.760391453,0.760212576,0.760187916,0.760338516,1.0,0.760260671,1.0,0.76025289,1.0,0.760221262,1.0,0.760215758,0.76020198,0.760415565,1.0,0.760212353,1.0,1.0,0.760259056,0.760391453,0.760229519,0.760247899,0.760187916,1.0,0.760338516,0.760260671,1.0,5.038,0
76,1.0,1.0,0.619962112,1.0,0.760207135,1.0,0.760189335,0.760198365,1.0,0.760219076,0.760207378,0.619989449,0.760357714,0.760250395,1.0,0.760205575,1.0,1.0,1.0,0.620174072,0.760187584,0.760210622,0.760219076,1.0,1.0,1.0,0.760207378,1.0,1.0,1.0,0.760216984,1.0,0.760250395,1.0,1.0,0.760205575,1.0,1.0,1.0,0.760210622,17.3036,0
77,0.760193917,0.619927573,1.0,0.760283012,0.760201892,0.619953047,1.0,1.0,1.0,0.760201627,0.760194392,1.0,1.0,0.760277355,1.0,0.760187575,0.760260183,0.619955426,1.0,0.760288327,1.0,1.0,0.760201627,0.760194455,0.760207055,1.0,0.760194392,1.0,1.0,0.760204964,1.0,1.0,0.760277355,0.76028981,1.0,0.760187575,1.0,0.760260183,1.0,1.0,14.3872,0
78,1.0,1.0,0.760198618,0.760197182,1.0,1.0,0.760190861,0.760192662,0.760200615,1.0,0.619928833,0.760206153,0.760210484,1.0,0.76026727,0.619911466,0.760336524,1.0,1.0,1.0,0.760374808,0.760280656,0.619978002,1.0,1.0,1.0,1.0,0.760206153,1.0,1.0,0.760207366,0.760264442,0.619965175,1.0,1.0,1.0,0.760309706,0.760336524,1.0,0.760280656,17.0178,1
79,0.76023982,0.760203923,0.760191343,1.0,0.760187536,0.760199612,0.760191718,1.0,0.760273588,1.0,1.0,0.760194184,0.760214979,1.0,1.0,1.0,1.0,0.760240845,0.76021453,0.760250812,0.760243457,1.0,0.760237836,0.760219374,0.76019211,0.760210721,1.0,0.760194184,0.760225767,0.76057664,1.0,0.760236151,0.760207156,0.760207639,0.76048792,1.0,0.760275695,0.760208899,0.76021453,1.0,3.0895,2
80,0.760242798,1.0,0.760188052,0.619971556,0.761439068,1.0,1.0,1.0,0.760188223,1.0,1.0,0.76022611,1.0,1.0,1.0,1.0,0.620069362,1.0,0.76034462,0.760351703,1.0,1.0,1.0,0.760443586,0.760188141,1.0,0.760241083,0.76022611,0.760208068,0.760199195,1.0,0.760203647,1.0,0.760237806,1.0,0.760224867,0.760216825,1.0,0.76034462,1.0,8.6038,3
81,1.0,0.76019593,0.619939836,0.76019368,0.760192104,1.0,0.619960576,0.760194789,0.760228897,0.760236309,0.760305309,0.61995827,0.620025382,0.760310793,1.0,0.76019407,0.760229539,1.0,0.760246415,0.620054774,0.619913053,0.760264294,0.760236309,1.0,1.0,0.760191549,0.760305309,1.0,0.760256326,1.0,0.760207337,1.0,0.760310793,1.0,0.761586238,0.76019407,1.0,0.760229539,0.760246415,0.760264294,18.0021,1
82,1.0,1.0,0.760197303,0.619986447,0.619936391,0.619986424,1.0,1.0,1.0,1.0,1.0,0.760201615,1.0,1.0,0.760565002,1.0,0.619912068,0.619915177,1.0,1.0,1.0,1.0,1.0,0.760681964,1.0,1.0,1.0,0.760201615,1.0,0.760190413,0.760190534,1.0,1.0,1.0,1.0,1.0,0.760731488,1.0,1.0,0.760214798,24.2047,2
83,1.0,0.760223843,1.0,0.76019539,1.0,1.0,1.0,1.0,0.76037912,1.0,1.0,1.0,1.0,1.0,0.761840726,1.0,0.760187604,1.0,0.760206932,1.0,1.0,1.0,1.0,1.0,0.760201092,0.760296897,0.760190661,1.0,0.760422428,1.0,1.0,0.76021434,1.0,0.760216988,0.760189855,0.760316174,1.0,0.760187604,0.760206932,1.0,8.9612,3
84,1.0,1.0,0.620185879,0.76022164,0.619969516,0.760194007,0.760189145,0.619940429,1.0,1.0,0.762041669,0.619922959,0.760211455,1.0,0.760206791,0.760463298,0.760420175,0.760190255,1.0,0.634900871,0.760253288,0.620471828,0.760189262,0.760191415,1.0,0.619984958,0.762041669,1.0,1.0,1.0,1.0,1.0,0.760206262,1.0,0.619994697,0.760463298,1.0,0.760420175,1.0,1.0,12.3343,0
85,0.76560915,1.0,1.0,1.0,0.760592943,0.760653819,1.0,0.760226681,0.769065181,1.0,1.0,1.0,1.0,1.0,0.760293645,1.0,1.0,0.761335318,1.0,1.0,1.0,0.760770406,1.0,0.761523794,0.780255405,0.767217622,0.76018754,1.0,1.0,0.760463407,1.0,1.0,1.0,0.760482637,0.762972263,0.767931294,1.0,0.760214033,1.0,1.0,17.3679,0
86,1.0,1.0,0.76023663,1.0,1.0,0.760193737,0.760195125,0.760220557,1.0,1.0,0.760207781,0.760199519,0.760198253,1.0,0.760320507,0.760271175,1.0,0.7602017,0.760337168,0.760219949,0.760543217,0.760669328,1.0,0.760190379,1.0,1.0,0.760207781,0.760199519,0.76018764,0.760195766,0.760309429,1.0,1.0,1.0,1.0,0.760271175,0.760202094,1.0,0.760337168,0.760669328,7.794,0
87,1.0,1.0,0.760206644,1.0,1.0,1.0,1.0,0.760207966,1.0,1.0,1.0,0.760251115,1.0,1.0,0.760251598,1.0,1.0,1.0,1.0,1.0,1.0,0.7602675,1.0,1.0,1.0,1.0,1.0,0.760251115,1.0,0.620105726,0.760187571,1.0,1.0,1.0,1.0,1.0,0.760242383,1.0,1.0,0.7602675,33.9576,0
88,0.760207535,0.760202089,1.0,1.0,0.760191422,1.0,0.760208222,1.0,0.760197365,1.0,1.0,1.0,0.760215624,1.0,0.760290142,1.0,1.0,1.0,0.760192207,0.760251312,0.760326681,1.0,1.0,1.0,0.760188856,0.76020352,1.0,0.760187737,0.760212995,0.760199485,1.0,0.760293653,1.0,0.760189306,0.760435532,1.0,0.760880332,0.760287405,0.760192207,1.0,1.8693,0
89,0.76025906,1.0,0.760227655,0.760223467,0.760210674,1.0,0.76018826,1.0,0.760188622,1.0,1.0,0.760194795,0.760279263,1.0,0.76019411,1.0,0.760394374,1.0,0.760187971,0.760222479,0.760260339,1.0,1.0,0.760188034,1.0,0.761578559,0.760361395,0.760194795,0.760193704,0.760193839,0.76019141,0.760343986,1.0,1.0,0.7605102,0.760269696,0.760286029,0.760394374,0.760187971,0.760224189,3.2644,0
90,1.0,1.0,0.760198618,0.760197182,1.0,1.0,0.760190861,0.760192662,0.760200615,1.0,0.619928833,0.760206153,0.760210484,1.0,0.76026727,0.619911466,0.760336524,1.0,1.0,1.0,0.760374808,0.760280656,0.619978002,1.0,1.0,1.0,1.0,0.760206153,1.0,1.0,0.760207366,0.760264442,0.619965175,1.0,1.0,1.0,0.760309706,0.760336524,1.0,0.760280656,16.9648,1
91,1.0,1.0,0.760982246,0.760229825,1.0,1.0,1.0,0.619921524,0.619984419,1.0,1.0,0.760188268,1.0,1.0,0.760190197,1.0,0.760248595,1.0,0.76025493,0.619923522,1.0,0.620052398,1.0,0.760199306,1.0,0.761642829,0.619927079,0.760188268,0.760248035,1.0,0.619931925,1.0,1.0,1.0,0.760193622,0.619923951,0.760222947,1.0,0.76025493,0.620052398,12.629,2
92,1.0,0.619976912,1.0,0.760203605,1.0,0.760207547,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.760288517,1.0,0.760223154,0.760339994,0.760281725,1.0,1.0,1.0,1.0,0.620131743,1.0,1.0,0.620097137,0.76021934,0.760203762,1.0,1.0,1.0,1.0,1.0,1.0,0.621027841,0.760486919,1.0,0.760281725,1.0,24.4363,3
93,1.0,0.760198829,0.620078476,0.620028381,0.760210787,0.760388703,0.619971943,1.0,0.620009143,1.0,1.0,0.619912589,0.620229196,1.0,0.76022595,1.0,0.62025124,0.761575277,0.760233966,0.760192488,0.620320235,1.0,0.760190199,1.0,1.0,0.760204154,0.619950694,1.0,0.760262406,0.760190047,0.620026581,1.0,0.760405994,1.0,0.760199334,0.62021441,1.0,1.0,0.760233966,0.620092496,16.121,1
94,0.760198341,0.760207084,0.760208693,0.760203141,1.0,1.0,1.0,0.619952662,1.0,1.0,0.620147155,0.760253019,1.0,1.0,1.0,0.620079037,0.760188671,1.0,0.760202857,0.760229549,1.0,0.620096577,1.0,0.760206297,0.619910947,0.760256199,0.620147155,0.619993692,0.760249991,1.0,1.0,1.0,1.0,0.619933058,0.760347737,0.620079037,0.619919058,0.760188671,0.760202857,1.0,15.3898,2
95,1.0,1.0,0.760250784,0.760775994,1.0,1.0,0.76018845,0.760270044,1.0,1.0,1.0,0.760679834,0.760213938,1.0,0.760194625,1.0,0.760283196,1.0,0.760212075,1.0,0.760277107,0.760244751,0.760636967,0.760194902,0.760202349,1.0,0.760211201,1.0,0.760189515,0.760324589,1.0,0.760192235,0.760236062,0.760222818,1.0,0.760206181,1.0,1.0,0.760212075,1.0,4.8332,3
96,1.0,0.7602,1.0,0.6199,1.0,0.766,0.62,1.0,0.7607,0.7602,1.0,1.0,0.62,0.7604,1.0,1.0,0.6209,0.7609,0.7602,0.7603,0.6207,1.0,0.7602,0.62,0.7602,1.0,0.7602,1.0,1.0,0.7602,1.0,1.0,0.7604,0.7603,1.0,0.7602,1.0,0.7604,1.0,1.0,14.6369,0
97,1.0,1.0,1.0,0.7602,1.0,1.0,0.761,1.0,0.760200847,1.0,1.0,1.0,0.760198184,1.0,1.0,1.0,0.760246195,1.0,1.0,1.0,0.760246693,1.0,1.0,0.760187541,0.76020158,0.620000489,1.0,1.0,1.0,1.0,1.0,0.760246842,1.0,0.76023384,0.620586875,1.0,1.0,1.0,1.0,1.0,31.2769,0
98,1.0,1.0,0.7609,0.7603,0.7607,0.7602,1.0,0.7612,0.76018857,0.760194339,0.760407743,0.7607682,1.0,0.765635109,1.0,0.761432675,0.760253416,0.760312757,0.760194292,0.764457333,1.0,0.760198482,0.760194339,1.0,0.771757802,1.0,1.0,1.0,1.0,1.0,1.0,0.762599323,0.765635109,0.760187557,1.0,1.0,1.0,1.0,1.0,1.0,27.4346,0
99,0.760225611,1.0,1.0,0.620244252,0.770195118,1.0,0.760196465,0.761770838,1.0,0.760234502,0.760597105,1.0,0.760289776,0.762035142,1.0,0.760442437,0.622980449,1.0,0.760188685,1.0,0.760584708,0.76020722,1.0,0.761710908,0.769342997,1.0,0.760597105,0.760307814,0.760242618,1.0,0.770242454,0.760331137,1.0,0.760193357,1.0,0.760442437,0.760512261,1.0,0.760188685,0.76020722,2.7527,0
100,1.0,1.0,1.0,1.0,1.0,0.761521443,0.76109744,0.760464729,1.0,0.760562388,1.0,1.0,0.761370389,0.760707893,0.760670336,1.0,1.0,0.760347469,0.761359412,1.0,0.761539831,0.760199755,0.760562388,1.0,1.0,0.760196326,0.760286783,1.0,0.62042277,0.624927852,0.764129863,1.0,0.760707893,1.0,0.760192051,0.760194341,1.0,0.760211743,0.621393705,0.760199755,8.895,0
101,1.0,1.0,1.0,0.760189515,1.0,1.0,1.0,0.760190966,0.532405779,0.760247501,1.0,1.0,1.0,0.760468009,1.0,1.0,0.760633626,1.0,1.0,1.0,1.0,0.760198536,0.620120043,0.760192294,1.0,0.760189209,1.0,0.760210041,1.0,0.760240668,1.0,1.0,0.620449547,1.0,0.760583583,1.0,0.760393737,1.0,1.0,1.0,10.8674,0
102,1.0,0.760204991,0.76019377,0.619956137,0.760228536,1.0,1.0,0.760195916,0.620021439,1.0,0.619955474,0.760204562,1.0,1.0,1.0,0.620558847,0.620576055,1.0,1.0,0.620168661,1.0,0.760285912,1.0,0.760194927,1.0,0.760213043,1.0,0.760204562,1.0,0.619915205,0.760200728,1.0,1.0,1.0,0.760338111,1.0,0.760286017,1.0,1.0,0.760285912,16.7942,1
103,1.0,1.0,0.7602,0.6201,1.0,0.7602,0.6201,0.7602,1.0,1.0,0.620075501,0.760354225,0.620001836,1.0,0.760326922,0.62000182,0.619947484,0.760206205,0.620050695,1.0,0.619920836,0.760189087,1.0,0.760202256,1.0,1.0,1.0,0.760354225,1.0,0.620207687,0.760236615,1.0,1.0,1.0,1.0,1.0,0.760190043,1.0,1.0,0.760189087,20.1437,2
104,0.62,1.0,1.0,0.6199,0.7602,0.7602,1.0,0.7602,1.0,1.0,0.760559216,1.0,1.0,1.0,0.760190607,0.760198463,0.620131062,0.760189186,1.0,0.620044139,1.0,0.760199587,1.0,0.620387013,1.0,1.0,0.621532471,1.0,1.0,1.0,1.0,0.619960174,1.0,1.0,1.0,0.619915056,1.0,1.0,1.0,1.0,23.3558,3
105,0.761205786,1.0,0.762383322,0.760196947,0.76316596,1.0,1.0,1.0,1.0,0.760242675,1.0,0.76018973,1.0,0.760267734,1.0,1.0,0.76061989,1.0,1.0,0.760239267,1.0,1.0,0.760242675,1.0,0.620172419,1.0,0.760243934,0.76018973,1.0,1.0,1.0,0.760265697,0.760267734,0.620028254,1.0,0.760466805,0.760326209,1.0,1.0,1.0,31.3188,1
106,0.760346128,0.760221118,1.0,0.76019687,1.0,1.0,0.760196625,0.619928499,0.760234177,1.0,0.760211711,1.0,0.76037926,1.0,0.61991775,0.760188272,0.760190748,1.0,0.7602989,0.760187561,0.760226285,0.628547807,1.0,0.760199891,0.760225633,0.763279036,0.760211711,1.0,1.0,0.760203017,1.0,0.760191147,1.0,0.760223937,0.760267334,0.760188272,1.0,0.760190748,1.0,1.0,8.6045,2
107,1.0,0.62024806,0.760192459,0.760198918,1.0,0.760189904,1.0,0.760210586,0.647038736,0.760641619,0.619991064,0.760198877,1.0,0.76024678,0.760188571,0.619967166,0.760196151,0.760196036,1.0,1.0,1.0,0.760257544,0.760641619,1.0,1.0,1.0,1.0,0.760198877,1.0,0.620060958,0.760196832,0.619936073,0.76024678,1.0,1.0,1.0,0.760252185,0.619912743,1.0,0.760257544,12.9282,3
108,0.989754136,0.979890444,0.983157109,0.983329997,0.96017216,0.981519227,0.986223589,0.999772516,0.979184751,0.980948291,0.970376191,0.973702245,0.990889902,0.962404876,1.0,0.970647467,0.981518775,0.982810857,0.977597975,0.968883107,0.994466326,0.979914812,0.987551017,0.993850053,1.0,0.988939414,0.993197786,0.992992788,0.988827596,0.988715779,0.980031309,0.991080023,0.986707126,0.968280452,0.989402371,0.991006683,0.990548308,0.994407825,0.99453617,0.981050779,9.0104,0
109,0.990046497,0.97270178,0.951038802,0.97110707,0.935279836,0.978041373,0.970775585,0.973391627,0.989174069,0.989292137,0.968711968,0.993833215,0.994832253,0.962568582,0.967344072,1.0,0.95325462,0.975323706,0.96649256,0.962015538,0.996251591,0.974665321,0.99001471,0.990897339,0.993759194,0.923202425,0.94880756,0.922444613,0.978397896,0.936664735,0.953006731,0.986763112,0.991764524,0.987355264,0.950969764,0.989468794,0.930207982,0.989669214,0.991044831,0.960954368,22.5128,0
110,0.971463463,0.994414812,0.976375195,0.953603434,0.961056337,0.989224718,0.970323079,0.969595747,0.985265164,0.976536769,0.974958037,0.980302137,0.969559497,0.967479956,0.923577897,1.0,0.944715925,0.997846412,0.968725405,0.9494469,0.969209746,0.959012636,0.986568998,0.969019275,0.975919938,0.976172842,0.985692866,1.0,0.979279947,0.977365103,0.990958686,0.98507271,0.990146337,0.990761044,0.986485619,0.984513051,0.994036424,0.977742098,0.988751778,0.997825588,5.8246,0
111,0.971821048,0.971527803,0.994804076,0.99740662,0.984797112,0.988123603,0.98653825,0.990341263,0.994199967,0.986748084,0.993921565,0.994005085,1.0,0.939950623,0.991681931,0.985593813,0.950206624,0.987053899,0.963143876,0.973550311,0.986381375,0.963037688,0.978796151,0.980773242,0.975286361,0.985380409,0.98805583,0.978515005,0.965328351,0.959941231,0.981652957,0.992609764,0.988557652,1.0,0.982678845,0.984496268,0.985488432,0.982957022,0.995818072,0.99237795,0.1316,0
112,0.977027536,0.984611571,1.0,0.983454684,0.997612773,0.978588415,0.977605979,0.969737313,0.995708076,0.990147874,0.994789034,0.989587258,0.978016524,0.978202432,0.99263052,0.986449666,0.973109628,0.978549877,0.990298985,0.961570815,0.981594587,0.971372406,0.995622218,1.0,0.99386741,0.990551748,0.979200916,0.980798714,0.98231339,0.994255315,0.997127658,0.977632814,1.0,0.987782323,0.986798349,0.994014158,0.970307674,0.978635009,0.975327764,0.986443025,4.1553,0
113,0.945900645,0.950813095,0.98739346,0.943591527,0.944278021,0.981999572,0.933846867,0.982677151,0.915426507,0.924248669,0.939683069,0.959756557,0.934693197,0.962235152,0.989707981,0.961091594,0.979068321,0.970258353,0.97639697,0.975299155,0.97520767,1.0,0.93592632,1.0,0.893994537,0.829764056,0.960791595,0.970216137,0.93629769,0.946357687,0.989824466,0.925627542,0.933476673,0.927130016,0.918754156,0.949934806,0.957110415,0.924332306,0.942318818,0.969328809,2.1084,0
114,0.933329,0.925207,0.982462,0.925499,0.943046,0.979734,0.967085,0.993491,0.983069,0.972647,0.983762,0.967854,0.956987,0.990913,0.971064,0.995349,0.979168,0.988691,0.978088,0.976374,0.971992,0.968395,0.982865,0.959982,0.989481,0.988997,0.978652,0.970391,0.972082,0.986402,0.973599,0.970415,0.99732,1.0,0.993173,0.999192,0.990622,0.988658,0.960697,0.990053,30.5372,1
115,0.980542689,0.977825595,0.998796455,0.997902914,0.96621868,0.964878369,0.990180167,0.983697436,0.99020752,1.0,0.97470732,0.998796455,0.990180167,1.0,0.960987013,0.987671221,0.978569079,0.975084666,0.985964569,0.952515978,0.995511151,0.983377926,0.984515399,0.994982092,1.0,0.940251883,0.988492024,0.897729823,0.989650003,0.971391639,0.9021463,0.990703465,0.993747785,0.991539517,0.975890804,0.985223689,0.936514572,0.993429722,1.0,0.935469507,27.7033,2
116,0.984125855,0.984463603,0.954661808,0.977104257,0.987663319,0.948777886,0.955452849,0.952155364,0.987330902,0.997377534,0.977792142,0.982492266,0.994173323,0.989354712,0.966811232,0.961904762,0.951758882,0.927209007,0.983773601,0.982730976,0.989582512,0.947194112,0.981990538,0.987258978,0.987285858,0.982384775,0.986192746,0.980315031,0.988737366,0.997204501,0.978245287,0.988690372,0.993135805,0.988002167,0.980562111,0.985853851,0.999431952,0.999562153,0.999999256,0.983538133,8.6939,3
117,0.982829564,0.970138769,0.993111754,0.989726933,0.997253825,0.973833788,0.982920799,1.0,0.980832996,0.989352688,0.981247467,0.987731644,0.985613234,0.996147034,0.984725088,0.990522798,1.0,0.967441521,0.979246937,0.971522743,0.971221445,0.990048025,0.99040053,0.993793446,0.968810916,0.984111221,0.99164184,0.970107396,0.969767185,0.97681967,1.0,0.993005893,0.999824222,0.99589235,0.991081589,0.977861247,0.984587061,0.982838534,0.988787226,0.990674524,4.6137,1
118,0.982119713,0.965088261,0.978240631,0.997581278,0.974973075,0.976552089,0.993912123,0.984100327,0.994091876,0.989910742,0.95410751,0.982657383,1.0,0.95788403,0.969081352,0.981592828,0.978001404,0.981709842,0.963185656,0.985787323,0.990665899,0.989684783,1.0,0.979715841,0.983042443,0.979201976,0.971322707,0.989407162,0.97569507,0.991183152,0.973242941,0.965669071,0.978804543,0.984460349,0.973839592,0.982581222,0.996776006,0.979117731,0.98335498,0.978924291,1.8259,2
119,0.988388587,1.0,0.972085326,0.957800651,0.985842623,0.992180254,0.994271582,0.989788867,0.964261669,0.931471204,0.974551906,0.973560186,0.98607952,0.974364512,0.976982949,0.966437216,0.992864534,1.0,0.986700859,0.974319521,0.977612813,0.98949026,0.966839273,0.993080382,0.999907861,0.985386798,0.980825932,0.975067261,0.988961781,0.991127041,0.989035492,0.985669911,0.986899276,0.995016845,0.992126428,1.0,0.99315872,0.986758509,0.988776171,0.993862555,0.4238,3
120,0.985350047,0.983062693,0.979549972,0.99566129,0.968685044,0.97961351,0.974929882,0.990106289,0.976036841,0.985219501,0.973123024,0.978233694,0.995063975,0.955885915,1.0,0.972304214,0.980979894,0.988013745,0.969881842,0.97998403,0.991476839,0.983079283,0.971148647,0.992099788,0.981532568,0.970296304,0.981257618,0.972220949,0.9504083,0.972083475,0.97844397,0.953457374,0.979704932,0.974181533,0.992650684,0.986698194,0.987218581,0.989564884,0.979796228,0.987748096,11.3878,0
121,0.984739867,0.993670828,0.98606844,0.984933618,0.967680626,0.983992545,0.96786515,0.984841356,1.0,0.996824576,0.991461433,0.984473655,0.985165971,0.972235281,0.994584479,0.966747432,0.997703602,0.965825257,0.980643353,0.97762368,0.952200564,0.98620353,0.977835983,0.955617775,0.991564306,0.980807442,0.980482298,0.970980853,0.995881503,0.988574783,0.994436416,0.990553379,0.99169706,0.989337656,0.995920573,0.992138322,0.972902877,1.0,0.992039263,0.971642127,9.0518,0
